acd_name,openalex_author_id,openalex_work_id,author_position,is_corresponding,_link_key
Dr Aakriti  Gupta,A5016354767,W2131039992,first,False,Dr Aakriti  Gupta|W2131039992
Dr Aakriti  Gupta,A5016354767,W2066443369,first,True,Dr Aakriti  Gupta|W2066443369
Dr Aakriti  Gupta,A5016354767,W1857449875,first,False,Dr Aakriti  Gupta|W1857449875
Dr Aakriti  Gupta,A5016354767,W3023980205,first,True,Dr Aakriti  Gupta|W3023980205
Dr Aakriti  Gupta,A5016354767,W2345641474,first,True,Dr Aakriti  Gupta|W2345641474
Dr Aakriti  Gupta,A5016354767,W1906331985,first,False,Dr Aakriti  Gupta|W1906331985
Dr Aakriti  Gupta,A5016354767,W2652202789,middle,False,Dr Aakriti  Gupta|W2652202789
Dr Aakriti  Gupta,A5016354767,W2496158973,first,False,Dr Aakriti  Gupta|W2496158973
Dr Aakriti  Gupta,A5016354767,W2171045894,middle,False,Dr Aakriti  Gupta|W2171045894
Dr Aakriti  Gupta,A5016354767,W2315184940,middle,False,Dr Aakriti  Gupta|W2315184940
Dr Aakriti  Gupta,A5016354767,W3170525497,middle,False,Dr Aakriti  Gupta|W3170525497
Dr Aakriti  Gupta,A5016354767,W4206668002,first,False,Dr Aakriti  Gupta|W4206668002
Dr Adam Robert Andrew Daunton,A5081386231,W2285201826,middle,False,Dr Adam Robert Andrew Daunton|W2285201826
Dr Adam Robert Andrew Daunton,A5081386231,W2148752090,first,False,Dr Adam Robert Andrew Daunton|W2148752090
Dr Adam Robert Andrew Daunton,A5081386231,W2254494621,middle,False,Dr Adam Robert Andrew Daunton|W2254494621
Dr Adam Robert Andrew Daunton,A5081386231,W4280521508,middle,False,Dr Adam Robert Andrew Daunton|W4280521508
Dr Adam Robert Andrew Daunton,A5081386231,W2419426707,middle,False,Dr Adam Robert Andrew Daunton|W2419426707
Dr Adam Robert Andrew Daunton,A5081386231,W4365443687,first,True,Dr Adam Robert Andrew Daunton|W4365443687
Dr Adam Robert Andrew Daunton,A5081386231,W3214846869,middle,False,Dr Adam Robert Andrew Daunton|W3214846869
Dr Adam Robert Andrew Daunton,A5081386231,W2923983356,first,True,Dr Adam Robert Andrew Daunton|W2923983356
Dr Adam Robert Andrew Daunton,A5081386231,W2941083404,first,True,Dr Adam Robert Andrew Daunton|W2941083404
Dr Adam Robert Andrew Daunton,A5081386231,W4248128364,middle,False,Dr Adam Robert Andrew Daunton|W4248128364
Dr Adam Robert Andrew Daunton,A5081386231,W2905341416,first,False,Dr Adam Robert Andrew Daunton|W2905341416
Dr Adam Robert Andrew Daunton,A5081386231,W2204122738,first,False,Dr Adam Robert Andrew Daunton|W2204122738
Dr Adam Robert Andrew Daunton,A5081386231,W4414673637,middle,False,Dr Adam Robert Andrew Daunton|W4414673637
Dr Adam Robert Andrew Daunton,A5081386231,W4411732702,last,False,Dr Adam Robert Andrew Daunton|W4411732702
Dr Adam Robert Andrew Daunton,A5081386231,W3022715455,first,False,Dr Adam Robert Andrew Daunton|W3022715455
Dr Adam Robert Andrew Daunton,A5081386231,W2145940123,first,False,Dr Adam Robert Andrew Daunton|W2145940123
Dr Adam Robert Andrew Daunton,A5081386231,W2599120744,middle,False,Dr Adam Robert Andrew Daunton|W2599120744
Dr Adam Robert Andrew Daunton,A5081386231,W2179345136,first,False,Dr Adam Robert Andrew Daunton|W2179345136
Dr Adam Robert Andrew Daunton,A5081386231,W2884866367,first,True,Dr Adam Robert Andrew Daunton|W2884866367
Dr Adam Robert Andrew Daunton,A5081386231,W2268044987,first,False,Dr Adam Robert Andrew Daunton|W2268044987
Dr Adam Robert Andrew Daunton,A5081386231,W2523517156,first,False,Dr Adam Robert Andrew Daunton|W2523517156
Dr Adam Robert Andrew Daunton,A5081386231,W2558256750,first,False,Dr Adam Robert Andrew Daunton|W2558256750
Dr Adam Robert Andrew Daunton,A5081386231,W3135899335,first,True,Dr Adam Robert Andrew Daunton|W3135899335
Dr Adam Robert Andrew Daunton,A5081386231,W3201163399,first,True,Dr Adam Robert Andrew Daunton|W3201163399
Dr Adam Robert Andrew Daunton,A5081386231,W4214833069,middle,False,Dr Adam Robert Andrew Daunton|W4214833069
Dr Adam Robert Andrew Daunton,A5081386231,W4214859140,middle,False,Dr Adam Robert Andrew Daunton|W4214859140
Dr Adam Robert Andrew Daunton,A5081386231,W4317615546,middle,False,Dr Adam Robert Andrew Daunton|W4317615546
Dr Adam Robert Andrew Daunton,A5081386231,W4319334426,last,False,Dr Adam Robert Andrew Daunton|W4319334426
Dr Adam Robert Andrew Daunton,A5081386231,W4376871992,last,False,Dr Adam Robert Andrew Daunton|W4376871992
Dr Adam Robert Andrew Daunton,A5081386231,W4385752394,last,False,Dr Adam Robert Andrew Daunton|W4385752394
Dr Adam Robert Andrew Daunton,A5081386231,W4385971707,last,False,Dr Adam Robert Andrew Daunton|W4385971707
Dr Adam Robert Andrew Daunton,A5081386231,W4390016124,first,True,Dr Adam Robert Andrew Daunton|W4390016124
Dr Adam Robert Andrew Daunton,A5081386231,W655741039,last,False,Dr Adam Robert Andrew Daunton|W655741039
Dr Adam Robert Andrew Daunton,A5081386231,W7125831133,middle,False,Dr Adam Robert Andrew Daunton|W7125831133
Dr Adam Robert Andrew Daunton,A5081386231,W7128953473,middle,False,Dr Adam Robert Andrew Daunton|W7128953473
Dr Adam Robert Andrew Daunton,A5081386231,W7160621322,middle,False,Dr Adam Robert Andrew Daunton|W7160621322
Dr Adam Thomas Sheridan,A5031507930,W2139525078,middle,False,Dr Adam Thomas Sheridan|W2139525078
Dr Adam Thomas Sheridan,A5031507930,W2005111710,first,False,Dr Adam Thomas Sheridan|W2005111710
Dr Adam Thomas Sheridan,A5031507930,W2147549045,middle,True,Dr Adam Thomas Sheridan|W2147549045
Dr Adam Thomas Sheridan,A5031507930,W4392357250,last,False,Dr Adam Thomas Sheridan|W4392357250
Dr Adam Thomas Sheridan,A5031507930,W2052210809,middle,False,Dr Adam Thomas Sheridan|W2052210809
Dr Adam Thomas Sheridan,A5031507930,W2076495295,middle,False,Dr Adam Thomas Sheridan|W2076495295
Dr Adam Thomas Sheridan,A5031507930,W1996286088,first,False,Dr Adam Thomas Sheridan|W1996286088
Dr Adam Thomas Sheridan,A5031507930,W2081854306,first,True,Dr Adam Thomas Sheridan|W2081854306
Dr Adam Thomas Sheridan,A5031507930,W2050823625,first,True,Dr Adam Thomas Sheridan|W2050823625
Dr Adam Thomas Sheridan,A5031507930,W2085810218,middle,False,Dr Adam Thomas Sheridan|W2085810218
Dr Adam Thomas Sheridan,A5031507930,W23899566,last,False,Dr Adam Thomas Sheridan|W23899566
Dr Adam Thomas Sheridan,A5031507930,W1508176599,first,True,Dr Adam Thomas Sheridan|W1508176599
Dr Adam Thomas Sheridan,A5031507930,W2149000481,first,True,Dr Adam Thomas Sheridan|W2149000481
Dr Adam Thomas Sheridan,A5031507930,W2914043483,middle,False,Dr Adam Thomas Sheridan|W2914043483
Dr Adam Thomas Sheridan,A5031507930,W4411339116,last,False,Dr Adam Thomas Sheridan|W4411339116
Dr Adrian Cheow Yang See,A5031668156,W2033576276,middle,False,Dr Adrian Cheow Yang See|W2033576276
Dr Adrian Cheow Yang See,A5031668156,W2159461257,first,False,Dr Adrian Cheow Yang See|W2159461257
Dr Adrian Cheow Yang See,A5031668156,W1970168973,first,True,Dr Adrian Cheow Yang See|W1970168973
Dr Adrian Cheow Yang See,A5031668156,W2150375551,last,False,Dr Adrian Cheow Yang See|W2150375551
Dr Adrian Cheow Yang See,A5031668156,W2157820231,middle,False,Dr Adrian Cheow Yang See|W2157820231
Dr Adrian Cheow Yang See,A5031668156,W2103775545,middle,False,Dr Adrian Cheow Yang See|W2103775545
Dr Adrian Cheow Yang See,A5031668156,W2098741974,first,False,Dr Adrian Cheow Yang See|W2098741974
Dr Adrian Cheow Yang See,A5031668156,W2599306506,last,False,Dr Adrian Cheow Yang See|W2599306506
Dr Adrian Wah-Ying Mar,A5049644243,W283007130,middle,False,Dr Adrian Wah-Ying Mar|W283007130
Dr Adrian Wah-Ying Mar,A5049644243,W1965597818,middle,False,Dr Adrian Wah-Ying Mar|W1965597818
Dr Adrian Wah-Ying Mar,A5049644243,W2111839555,middle,False,Dr Adrian Wah-Ying Mar|W2111839555
Dr Adrian Wah-Ying Mar,A5049644243,W2980910709,middle,False,Dr Adrian Wah-Ying Mar|W2980910709
Dr Adrian Wah-Ying Mar,A5049644243,W4394873555,middle,False,Dr Adrian Wah-Ying Mar|W4394873555
Dr Adrian Wah-Ying Mar,A5049644243,W4401323553,middle,False,Dr Adrian Wah-Ying Mar|W4401323553
Dr Adrian Wah-Ying Mar,A5049644243,W2771393606,last,True,Dr Adrian Wah-Ying Mar|W2771393606
Dr Adrian Wah-Ying Mar,A5049644243,W1933960295,middle,False,Dr Adrian Wah-Ying Mar|W1933960295
Dr Adrian Wah-Ying Mar,A5049644243,W2992776075,last,False,Dr Adrian Wah-Ying Mar|W2992776075
Dr Adrian Wah-Ying Mar,A5049644243,W4225270799,last,False,Dr Adrian Wah-Ying Mar|W4225270799
Dr Adrian Wah-Ying Mar,A5049644243,W4376871854,last,False,Dr Adrian Wah-Ying Mar|W4376871854
Dr Adrian Wah-Ying Mar,A5049644243,W2090900200,middle,False,Dr Adrian Wah-Ying Mar|W2090900200
Dr Adrian Wah-Ying Mar,A5049644243,W2017075338,first,False,Dr Adrian Wah-Ying Mar|W2017075338
Dr Adrian Wah-Ying Mar,A5049644243,W2152818560,first,False,Dr Adrian Wah-Ying Mar|W2152818560
Dr Adrian Wah-Ying Mar,A5049644243,W3088206645,last,False,Dr Adrian Wah-Ying Mar|W3088206645
Dr Adrian Wah-Ying Mar,A5049644243,W2319709679,last,True,Dr Adrian Wah-Ying Mar|W2319709679
Dr Adrian Wah-Ying Mar,A5049644243,W3081008068,last,False,Dr Adrian Wah-Ying Mar|W3081008068
Dr Adrian Wah-Ying Mar,A5049644243,W2045940008,middle,False,Dr Adrian Wah-Ying Mar|W2045940008
Dr Adrian Wah-Ying Mar,A5049644243,W23899566,middle,False,Dr Adrian Wah-Ying Mar|W23899566
Dr Adrian Wah-Ying Mar,A5049644243,W2891349572,last,False,Dr Adrian Wah-Ying Mar|W2891349572
Dr Adrian Wah-Ying Mar,A5049644243,W1984275737,first,False,Dr Adrian Wah-Ying Mar|W1984275737
Dr Adrian Wah-Ying Mar,A5049644243,W2089471246,first,True,Dr Adrian Wah-Ying Mar|W2089471246
Dr Adrian Wah-Ying Mar,A5049644243,W2419471839,first,False,Dr Adrian Wah-Ying Mar|W2419471839
Dr Adrian Wah-Ying Mar,A5049644243,W2152267747,middle,False,Dr Adrian Wah-Ying Mar|W2152267747
Dr Adrian Wah-Ying Mar,A5049644243,W1995876177,middle,False,Dr Adrian Wah-Ying Mar|W1995876177
Dr Adrian Wah-Ying Mar,A5049644243,W2523284324,middle,False,Dr Adrian Wah-Ying Mar|W2523284324
Dr Adrian Wah-Ying Mar,A5049644243,W2983715775,middle,False,Dr Adrian Wah-Ying Mar|W2983715775
Dr Adrian Wah-Ying Mar,A5049644243,W1204713742,middle,False,Dr Adrian Wah-Ying Mar|W1204713742
Dr Adrian Wah-Ying Mar,A5049644243,W4249681253,middle,False,Dr Adrian Wah-Ying Mar|W4249681253
Dr Adrian Wah-Ying Mar,A5049644243,W2116801394,middle,False,Dr Adrian Wah-Ying Mar|W2116801394
Dr Adrian Wah-Ying Mar,A5049644243,W2187635024,last,False,Dr Adrian Wah-Ying Mar|W2187635024
Dr Adrian Wah-Ying Mar,A5049644243,W2465092639,last,False,Dr Adrian Wah-Ying Mar|W2465092639
Dr Adrian Wah-Ying Mar,A5049644243,W2598322505,middle,False,Dr Adrian Wah-Ying Mar|W2598322505
Dr Adrian Wah-Ying Mar,A5049644243,W2902797187,first,True,Dr Adrian Wah-Ying Mar|W2902797187
Dr Adrian Wah-Ying Mar,A5049644243,W4231953599,middle,False,Dr Adrian Wah-Ying Mar|W4231953599
Dr Adrian Wah-Ying Mar,A5049644243,W4234885522,middle,False,Dr Adrian Wah-Ying Mar|W4234885522
Dr Adrian Wah-Ying Mar,A5049644243,W4255532814,middle,False,Dr Adrian Wah-Ying Mar|W4255532814
Dr Adrian Wah-Ying Mar,A5049644243,W4361245790,last,False,Dr Adrian Wah-Ying Mar|W4361245790
Dr Adrian Wah-Ying Mar,A5049644243,W4409534413,middle,False,Dr Adrian Wah-Ying Mar|W4409534413
Dr Adrian Wah-Ying Mar,A5049644243,W4416389856,middle,False,Dr Adrian Wah-Ying Mar|W4416389856
Dr Adrian Wah-Ying Mar,A5049644243,W7134819117,middle,False,Dr Adrian Wah-Ying Mar|W7134819117
Dr Adrian Wah-Ying Mar,A5049644243,W7140292769,middle,False,Dr Adrian Wah-Ying Mar|W7140292769
Dr Adrian Wah-Ying Mar,A5049644243,W7151785345,middle,False,Dr Adrian Wah-Ying Mar|W7151785345
Dr Adriene Yoke Lian Lee,A5068636131,W1926060772,middle,False,Dr Adriene Yoke Lian Lee|W1926060772
Dr Adriene Yoke Lian Lee,A5068636131,W1670195678,middle,False,Dr Adriene Yoke Lian Lee|W1670195678
Dr Adriene Yoke Lian Lee,A5068636131,W4302009687,last,False,Dr Adriene Yoke Lian Lee|W4302009687
Dr Adriene Yoke Lian Lee,A5068636131,W1977399729,middle,False,Dr Adriene Yoke Lian Lee|W1977399729
Dr Adriene Yoke Lian Lee,A5068636131,W2151322804,first,False,Dr Adriene Yoke Lian Lee|W2151322804
Dr Adriene Yoke Lian Lee,A5068636131,W1577872264,first,True,Dr Adriene Yoke Lian Lee|W1577872264
Dr Adriene Yoke Lian Lee,A5068636131,W1898661480,middle,False,Dr Adriene Yoke Lian Lee|W1898661480
Dr Adriene Yoke Lian Lee,A5068636131,W1972472160,first,False,Dr Adriene Yoke Lian Lee|W1972472160
Dr Adriene Yoke Lian Lee,A5068636131,W2026919424,middle,False,Dr Adriene Yoke Lian Lee|W2026919424
Dr Adriene Yoke Lian Lee,A5068636131,W2083900164,first,False,Dr Adriene Yoke Lian Lee|W2083900164
Dr Adriene Yoke Lian Lee,A5068636131,W2050300030,middle,False,Dr Adriene Yoke Lian Lee|W2050300030
Dr Adriene Yoke Lian Lee,A5068636131,W4200195023,middle,False,Dr Adriene Yoke Lian Lee|W4200195023
Dr Adriene Yoke Lian Lee,A5068636131,W4405451113,middle,False,Dr Adriene Yoke Lian Lee|W4405451113
Dr Adriene Yoke Lian Lee,A5068636131,W1490862321,middle,False,Dr Adriene Yoke Lian Lee|W1490862321
Dr Adriene Yoke Lian Lee,A5068636131,W2114417498,last,False,Dr Adriene Yoke Lian Lee|W2114417498
Dr Adriene Yoke Lian Lee,A5068636131,W2938372676,last,False,Dr Adriene Yoke Lian Lee|W2938372676
Dr Adriene Yoke Lian Lee,A5068636131,W2026672372,last,False,Dr Adriene Yoke Lian Lee|W2026672372
Dr Adriene Yoke Lian Lee,A5068636131,W7131675416,middle,False,Dr Adriene Yoke Lian Lee|W7131675416
Dr Adriene Yoke Lian Lee,A5068636131,W3020977878,last,False,Dr Adriene Yoke Lian Lee|W3020977878
Dr Adriene Yoke Lian Lee,A5068636131,W4200447420,last,False,Dr Adriene Yoke Lian Lee|W4200447420
Dr Adriene Yoke Lian Lee,A5068636131,W4322624608,last,False,Dr Adriene Yoke Lian Lee|W4322624608
Dr Adriene Yoke Lian Lee,A5068636131,W2041010581,middle,False,Dr Adriene Yoke Lian Lee|W2041010581
Dr Adriene Yoke Lian Lee,A5068636131,W4246552107,first,False,Dr Adriene Yoke Lian Lee|W4246552107
Dr Adriene Yoke Lian Lee,A5068636131,W7128497490,middle,False,Dr Adriene Yoke Lian Lee|W7128497490
Dr Adriene Yoke Lian Lee,A5068636131,W2330809041,middle,False,Dr Adriene Yoke Lian Lee|W2330809041
Dr Adriene Yoke Lian Lee,A5068636131,W2744339599,middle,False,Dr Adriene Yoke Lian Lee|W2744339599
Dr Adriene Yoke Lian Lee,A5068636131,W4231401532,first,True,Dr Adriene Yoke Lian Lee|W4231401532
Dr Adriene Yoke Lian Lee,A5068636131,W4237438466,first,True,Dr Adriene Yoke Lian Lee|W4237438466
Dr Adriene Yoke Lian Lee,A5068636131,W4239914687,middle,False,Dr Adriene Yoke Lian Lee|W4239914687
Dr Adriene Yoke Lian Lee,A5068636131,W4243093611,first,True,Dr Adriene Yoke Lian Lee|W4243093611
Dr Adriene Yoke Lian Lee,A5068636131,W4244280444,first,True,Dr Adriene Yoke Lian Lee|W4244280444
Dr Adriene Yoke Lian Lee,A5068636131,W4247947142,first,True,Dr Adriene Yoke Lian Lee|W4247947142
Dr Adriene Yoke Lian Lee,A5068636131,W4255207227,first,True,Dr Adriene Yoke Lian Lee|W4255207227
Dr Adriene Yoke Lian Lee,A5068636131,W4406270788,first,True,Dr Adriene Yoke Lian Lee|W4406270788
Dr Adriene Yoke Lian Lee,A5068636131,W4407899295,first,True,Dr Adriene Yoke Lian Lee|W4407899295
Dr Alain Khoi Tran,A5037615804,W2908610976,first,True,Dr Alain Khoi Tran|W2908610976
Dr Alain Khoi Tran,A5037615804,W3199559262,middle,False,Dr Alain Khoi Tran|W3199559262
Dr Alain Khoi Tran,A5037615804,W3008954904,first,True,Dr Alain Khoi Tran|W3008954904
Dr Alain Khoi Tran,A5037615804,W4413355953,last,False,Dr Alain Khoi Tran|W4413355953
Dr Alain Khoi Tran,A5037615804,W2972503236,first,True,Dr Alain Khoi Tran|W2972503236
Dr Alain Khoi Tran,A5037615804,W4407987733,first,True,Dr Alain Khoi Tran|W4407987733
Dr Alan Michael Donnelly,A5005092540,W4236185148,last,True,Dr Alan Michael Donnelly|W4236185148
Dr Alexander James Tedman,A5050672966,W4322719565,middle,False,Dr Alexander James Tedman|W4322719565
Dr Alexander James Tedman,A5050672966,W3090305380,first,True,Dr Alexander James Tedman|W3090305380
Dr Alexander James Tedman,A5050672966,W4317358578,first,False,Dr Alexander James Tedman|W4317358578
Dr Alexandra Louise Varol,A5111640823,W2071216146,first,False,Dr Alexandra Louise Varol|W2071216146
Dr Alexandra Louise Varol,A5111640823,W2040317433,first,True,Dr Alexandra Louise Varol|W2040317433
Dr Alexandra Louise Varol,A5111640823,W2008930112,first,False,Dr Alexandra Louise Varol|W2008930112
Dr Alexandra Louise Varol,A5111640823,W2981015879,middle,False,Dr Alexandra Louise Varol|W2981015879
Dr Alexis Daniel Lara Rivero,A5126815191,W7131371125,last,False,Dr Alexis Daniel Lara Rivero|W7131371125
Dr Alvand  Amiri,A5000468851,W3011086660,last,False,Dr Alvand  Amiri|W3011086660
Dr Alvin Heong On Chong,A5135112067,W7160182132,last,False,Dr Alvin Heong On Chong|W7160182132
Dr Amanda  Glanz,A5034001319,W4412523156,middle,False,Dr Amanda  Glanz|W4412523156
Dr Amanda  Glanz,A5034001319,W7134976278,middle,False,Dr Amanda  Glanz|W7134976278
Dr Amanda  Glanz,A5034001319,W4404326044,middle,False,Dr Amanda  Glanz|W4404326044
Dr Amanda  Glanz,A5034001319,W4400004097,last,False,Dr Amanda  Glanz|W4400004097
Dr Amanda  Glanz,A5034001319,W4415595932,middle,False,Dr Amanda  Glanz|W4415595932
Dr Amanda  Glanz,A5034001319,W4417476603,middle,False,Dr Amanda  Glanz|W4417476603
Dr Amanda  Glanz,A5034001319,W7127283705,middle,False,Dr Amanda  Glanz|W7127283705
Dr Amanda Jayne Dore,A5089222759,W2593538788,middle,False,Dr Amanda Jayne Dore|W2593538788
Dr Amanda Jayne Dore,A5089222759,W1566343784,middle,False,Dr Amanda Jayne Dore|W1566343784
Dr Amanda Jayne Dore,A5089222759,W4417350630,last,False,Dr Amanda Jayne Dore|W4417350630
Dr Amanda Jayne Dore,A5089222759,W2036002606,first,True,Dr Amanda Jayne Dore|W2036002606
Dr Amanda Jayne Dore,A5089222759,W2038060840,first,True,Dr Amanda Jayne Dore|W2038060840
Dr Amanda Mary Godbolt,A5044499142,W2015589733,first,True,Dr Amanda Mary Godbolt|W2015589733
Dr Amanda Mary Godbolt,A5044499142,W2007883354,last,False,Dr Amanda Mary Godbolt|W2007883354
Dr Amanda Mary Godbolt,A5044499142,W2049987990,middle,False,Dr Amanda Mary Godbolt|W2049987990
Dr Amanda Mary Godbolt,A5044499142,W2102687868,middle,False,Dr Amanda Mary Godbolt|W2102687868
Dr Amanda Mary Godbolt,A5044499142,W2122765330,middle,False,Dr Amanda Mary Godbolt|W2122765330
Dr Amanda Mary Godbolt,A5044499142,W2029011202,first,True,Dr Amanda Mary Godbolt|W2029011202
Dr Amanda Mary Godbolt,A5044499142,W1722507713,middle,False,Dr Amanda Mary Godbolt|W1722507713
Dr Amanda Mary Godbolt,A5044499142,W4409204497,last,False,Dr Amanda Mary Godbolt|W4409204497
Dr Amanda Mary Godbolt,A5044499142,W2057514262,middle,False,Dr Amanda Mary Godbolt|W2057514262
Dr Amanda Mary Godbolt,A5044499142,W7131418561,middle,False,Dr Amanda Mary Godbolt|W7131418561
Dr Ana Isabel Rodriguez Bandera,A5025711754,W3193452342,first,False,Dr Ana Isabel Rodriguez Bandera|W3193452342
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2946619968,middle,False,Dr Ana Isabel Rodriguez Bandera|W2946619968
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2905280742,middle,False,Dr Ana Isabel Rodriguez Bandera|W2905280742
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2991425398,first,True,Dr Ana Isabel Rodriguez Bandera|W2991425398
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2896960794,first,True,Dr Ana Isabel Rodriguez Bandera|W2896960794
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2991376686,first,True,Dr Ana Isabel Rodriguez Bandera|W2991376686
Dr Ana Isabel Rodriguez Bandera,A5025711754,W3044977028,middle,True,Dr Ana Isabel Rodriguez Bandera|W3044977028
Dr Ana Isabel Rodriguez Bandera,A5025711754,W3000717590,first,True,Dr Ana Isabel Rodriguez Bandera|W3000717590
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2110893348,first,True,Dr Ana Isabel Rodriguez Bandera|W2110893348
Dr Ana Isabel Rodriguez Bandera,A5025711754,W1594127590,first,True,Dr Ana Isabel Rodriguez Bandera|W1594127590
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2778021911,middle,False,Dr Ana Isabel Rodriguez Bandera|W2778021911
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2803805805,first,True,Dr Ana Isabel Rodriguez Bandera|W2803805805
Dr Ana Isabel Rodriguez Bandera,A5025711754,W3150355454,middle,False,Dr Ana Isabel Rodriguez Bandera|W3150355454
Dr Ana Isabel Rodriguez Bandera,A5025711754,W1971209871,first,True,Dr Ana Isabel Rodriguez Bandera|W1971209871
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2888907422,first,False,Dr Ana Isabel Rodriguez Bandera|W2888907422
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2810513948,first,True,Dr Ana Isabel Rodriguez Bandera|W2810513948
Dr Ana Isabel Rodriguez Bandera,A5025711754,W3023119610,first,True,Dr Ana Isabel Rodriguez Bandera|W3023119610
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2896092769,middle,False,Dr Ana Isabel Rodriguez Bandera|W2896092769
Dr Ana Isabel Rodriguez Bandera,A5025711754,W3080807987,middle,True,Dr Ana Isabel Rodriguez Bandera|W3080807987
Dr Ana Isabel Rodriguez Bandera,A5025711754,W1970905837,first,True,Dr Ana Isabel Rodriguez Bandera|W1970905837
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2899692250,first,True,Dr Ana Isabel Rodriguez Bandera|W2899692250
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2003063917,first,True,Dr Ana Isabel Rodriguez Bandera|W2003063917
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2922078739,first,False,Dr Ana Isabel Rodriguez Bandera|W2922078739
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2936866293,first,False,Dr Ana Isabel Rodriguez Bandera|W2936866293
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2007724049,first,True,Dr Ana Isabel Rodriguez Bandera|W2007724049
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2254931143,first,True,Dr Ana Isabel Rodriguez Bandera|W2254931143
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2395885072,middle,False,Dr Ana Isabel Rodriguez Bandera|W2395885072
Dr Ana Isabel Rodriguez Bandera,A5025711754,W69791572,middle,False,Dr Ana Isabel Rodriguez Bandera|W69791572
Dr Ana Isabel Rodriguez Bandera,A5025711754,W1986265001,first,True,Dr Ana Isabel Rodriguez Bandera|W1986265001
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2320791820,middle,False,Dr Ana Isabel Rodriguez Bandera|W2320791820
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2409036038,middle,False,Dr Ana Isabel Rodriguez Bandera|W2409036038
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2410279558,middle,False,Dr Ana Isabel Rodriguez Bandera|W2410279558
Dr Ana Isabel Rodriguez Bandera,A5025711754,W2416481128,middle,False,Dr Ana Isabel Rodriguez Bandera|W2416481128
Dr Ana Isabel Rodriguez Bandera,A5025711754,W3035973106,middle,False,Dr Ana Isabel Rodriguez Bandera|W3035973106
Dr Ana Isabel Rodriguez Bandera,A5025711754,W3098839023,middle,False,Dr Ana Isabel Rodriguez Bandera|W3098839023
Dr Ana Isabel Rodriguez Bandera,A5025711754,W3113187324,middle,False,Dr Ana Isabel Rodriguez Bandera|W3113187324
Dr Ana Isabel Rodriguez Bandera,A5025711754,W4251378385,first,False,Dr Ana Isabel Rodriguez Bandera|W4251378385
Dr Ana Isabel Rodriguez Bandera,A5025711754,W4313127367,first,True,Dr Ana Isabel Rodriguez Bandera|W4313127367
Dr Anastasios  Stavrakoglou,A5014189689,W4288686004,middle,False,Dr Anastasios  Stavrakoglou|W4288686004
Dr Anastasios  Stavrakoglou,A5014189689,W2008369500,middle,False,Dr Anastasios  Stavrakoglou|W2008369500
Dr Anastasios  Stavrakoglou,A5014189689,W2101908749,first,False,Dr Anastasios  Stavrakoglou|W2101908749
Dr Anastasios  Stavrakoglou,A5014189689,W2058758322,first,False,Dr Anastasios  Stavrakoglou|W2058758322
Dr Anastasios  Stavrakoglou,A5014189689,W2418314983,last,False,Dr Anastasios  Stavrakoglou|W2418314983
Dr Anastasios  Stavrakoglou,A5014189689,W2724557864,last,False,Dr Anastasios  Stavrakoglou|W2724557864
Dr Anastasios  Stavrakoglou,A5014189689,W4220721857,last,False,Dr Anastasios  Stavrakoglou|W4220721857
Dr Anastasios  Stavrakoglou,A5014189689,W2121738011,last,False,Dr Anastasios  Stavrakoglou|W2121738011
Dr Anastasios  Stavrakoglou,A5014189689,W2154823668,first,False,Dr Anastasios  Stavrakoglou|W2154823668
Dr Andrew Campbell Satchell,A5085949418,W2047375042,first,False,Dr Andrew Campbell Satchell|W2047375042
Dr Andrew Campbell Satchell,A5085949418,W2015072334,first,False,Dr Andrew Campbell Satchell|W2015072334
Dr Andrew Campbell Satchell,A5085949418,W2803062292,middle,False,Dr Andrew Campbell Satchell|W2803062292
Dr Andrew Campbell Satchell,A5085949418,W2082158921,first,False,Dr Andrew Campbell Satchell|W2082158921
Dr Andrew Campbell Satchell,A5085949418,W2050942615,middle,False,Dr Andrew Campbell Satchell|W2050942615
Dr Andrew Campbell Satchell,A5085949418,W2094844377,first,False,Dr Andrew Campbell Satchell|W2094844377
Dr Andrew Campbell Satchell,A5085949418,W1994074871,first,False,Dr Andrew Campbell Satchell|W1994074871
Dr Andrew Campbell Satchell,A5085949418,W4379094492,middle,False,Dr Andrew Campbell Satchell|W4379094492
