openalex_work_id,acd_name,funder_id,funder_name,funder_ror,award_id,award_name,funder_award_id
W2968018599,Assoc Prof Amanda Michelle Saracino,,UCB,,G1966858084,,
W4291565004,Assoc Prof Amanda Michelle Saracino,,National Health and Medical Research Council,,G4413589333,,
W4291565004,Assoc Prof Amanda Michelle Saracino,,National Health and Medical Research Council,,G5408864983,,
W4291565004,Assoc Prof Amanda Michelle Saracino,,National Health and Medical Research Council,,G5463407522,,
W4291565004,Assoc Prof Amanda Michelle Saracino,,National Health and Medical Research Council,,G5671052365,Regulation of Haemopoietic and Immune Cells in Health and Disease,
W4291565004,Assoc Prof Amanda Michelle Saracino,,National Health and Medical Research Council,,G78198795,,
W2159211746,Assoc Prof Amanda Michelle Saracino,,British Heart Foundation,,G3495262540,Progressing classification and understanding of primary lymphoedema by genetic analysis of patient cohorts,
W4410973503,Assoc Prof Amanda Michelle Saracino,,National Health and Medical Research Council,,G78198795,,
W2408400092,Dr Aaron Edward Boyce,,National Institute of Diabetes and Digestive and Kidney Diseases,,G1756607400,,
W2605464570,Dr Aaron Edward Boyce,,National Institute for Health and Care Research,,G6484529767,"Improving childhood atopic eczema through clinical trials of prevention, education and therapy",
W2593383097,Dr Aaron Edward Boyce,,National Institute for Health and Care Research,,G1519355852,NIHR Senior Investigator Award,
W2472237366,Dr Aaron Edward Boyce,,National Institute of Diabetes and Digestive and Kidney Diseases,,G1756607400,,
W2503141921,Dr Aaron James Robinson,,National Health and Medical Research Council,,G1254732888,,
W2503141921,Dr Aaron James Robinson,,St. Baldrick's Foundation,,G1580148972,,
W2503141921,Dr Aaron James Robinson,,National Health and Medical Research Council,,G2459224897,Statistical bioinformatics for genomic research,
W2503141921,Dr Aaron James Robinson,,National Health and Medical Research Council,,G4220198167,,
W2503141921,Dr Aaron James Robinson,,National Health and Medical Research Council,,G7512182869,,
W2503141921,Dr Aaron James Robinson,,National Health and Medical Research Council,,G7531959418,,
W2503141921,Dr Aaron James Robinson,,National Health and Medical Research Council,,G98884187,Molecular Regulation of Haematopoiesis in Health and Disease,
W2804882087,Dr Aaron James Robinson,,National Health and Medical Research Council,,G2827966881,,
W2804882087,Dr Aaron James Robinson,,National Health and Medical Research Council,,G5671052365,Regulation of Haemopoietic and Immune Cells in Health and Disease,
W2804882087,Dr Aaron James Robinson,,National Health and Medical Research Council,,G7512182869,,
W2804882087,Dr Aaron James Robinson,,National Health and Medical Research Council,,G7531959418,,
W2804882087,Dr Aaron James Robinson,,National Health and Medical Research Council,,G8323242883,,
W2285201826,Dr Adam Robert Andrew Daunton,,Public Health Agency,,G3178983131,,
W2419426707,Dr Adam Robert Andrew Daunton,,Cancer Research UK,,G8192024293,,
W2108080680,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G1133159466,Understanding the Physical Basis of gene/drug delivery with ultrasound and microbubbles,
W2108080680,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G1919719646,Therapeutic Imaging,
W2108080680,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G3252549799,,
W2108080680,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G429548878,,
W2108080680,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G8802186593,Molecular Imaging Using Ultrasound and Targeted Microbubbles,
W2108080680,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G958550673,,
W2107920211,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G128303834,,
W2107920211,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G1628157787,,
W2032534668,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G128303834,,
W2995670091,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G1006845473,,
W2995670091,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G3188439257,,
W2995670091,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G4286074963,,
W2995670091,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G5036984571,,
W2995670091,Dr Adrian Cheok Kean Lim,,Pancreatic Cancer UK,,G6229562721,,
W2995670091,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G6349119567,,
W2995670091,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G7170538816,,
W2995670091,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G8879606640,,
W2938475891,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G1327574610,,
W2938475891,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G251400350,,
W2938475891,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G3204133401,,
W2938475891,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G3676520161,,
W2938475891,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G4243324684,Super Resolution Ultrasound Imaging,
W2938475891,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G5040845826,,
W2938475891,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G5793714314,Super Resolution Ultrasound Imaging,
W2938475891,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G762419458,Ultrafast contrast enhanced ultrasound for imaging and quantifying flow and tissue perfusion,
W2938475891,Dr Adrian Cheok Kean Lim,,Medical Research Council,,G7920909780,,
W2938475891,Dr Adrian Cheok Kean Lim,,Engineering and Physical Sciences Research Council,,G8916634177,,
W1964899081,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G2944181812,Translate findings from basic cell biology science into new treatments for cancer.,
W1964899081,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G5640025277,,
W2951797904,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G1636852043,,
W2951797904,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G2371503401,,
W2951797904,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G6080836292,,
W2951797904,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G8268164023,,
W2624837801,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G4107455063,,
W2624837801,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G749052122,,
W2624837801,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G8316591342,NIHR Senior Investigator Award,
W2893642423,Dr Adrian Cheok Kean Lim,,Medical Research Council,,G1831283679,,
W2893642423,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G3686851649,,
W2893642423,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G3859029120,,
W2893642423,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G4286074963,,
W2893642423,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G6280534080,,
W2893642423,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G6588262742,,
W2893642423,Dr Adrian Cheok Kean Lim,,Medical Research Council,,G7497550203,,
W2108225061,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G128303834,,
W2108225061,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G1568401401,The use of the hormone kisspeptin to improve safety and efficacy of IVF treatment,
W2108225061,Dr Adrian Cheok Kean Lim,,Academy of Medical Sciences,,G3522824391,,
W2108225061,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G4099319145,,
W2108225061,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G51431150,,
W2108225061,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G5281574301,,
W2108225061,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G7088686410,,
W2767748732,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G3428226039,"Developing evidence review methods to determine whether to change the test, interval or eligibility criteria of UK screening programmes",
W3165879471,Dr Adrian Cheok Kean Lim,,Versus Arthritis,,G1413225851,,
W3165879471,Dr Adrian Cheok Kean Lim,,Versus Arthritis,,G1706602254,,
W3165879471,Dr Adrian Cheok Kean Lim,,Kennedy Trust for Rheumatology Research,,G236964244,,
W3165879471,Dr Adrian Cheok Kean Lim,,Versus Arthritis,,G2605610293,,
W3165879471,Dr Adrian Cheok Kean Lim,,Versus Arthritis,,G3135508063,"Centre for Sport, Exercise and Osteoarthritis Research Arthritis UK",
W3165879471,Dr Adrian Cheok Kean Lim,,Versus Arthritis,,G6558578125,Centre for Osteoarthritis Pathogenesis Arthritis UK,
W3165879471,Dr Adrian Cheok Kean Lim,,UK Research and Innovation,,G8238785008,,
W3165879471,Dr Adrian Cheok Kean Lim,,Versus Arthritis,,G8389855327,,
W2790808892,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G667119103,,
W3151239091,Dr Adrian Cheok Kean Lim,,Versus Arthritis,,G7892678929,,
W4309066569,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G361977447,"FUT U RE – GB Trial (Functional and Ultrasound guided Resection of Glioblastoma) A 2-Stage trial. Stage 1 Non-randomised learning phase evaluation of participating centres (an IDEAL study), followed by Stage 2 which is randomised,controlled Multicentre Phase III trial with 2 mechanistic substudies",
W4309066569,Dr Adrian Cheok Kean Lim,,Efficacy and Mechanism Evaluation Programme,,G3834023100,,
W4309066569,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G8517836630,,
W4301595283,Dr Adrian Cheok Kean Lim,,Wellcome Trust,,G2889149164,,
W4301595283,Dr Adrian Cheok Kean Lim,,Horizon 2020 Framework Programme,,G3359441085,,
W4301595283,Dr Adrian Cheok Kean Lim,,Blood Cancer UK,,G3630728887,,
W4301595283,Dr Adrian Cheok Kean Lim,,Wellcome Trust,,G5967713274,,
W4301595283,Dr Adrian Cheok Kean Lim,,Medical Research Council,,G6419611144,,
W4301595283,Dr Adrian Cheok Kean Lim,,Horizon 2020 Framework Programme,,G6530585347,,
W4301595283,Dr Adrian Cheok Kean Lim,,Horizon 2020 Framework Programme,,G7169169914,,
W4301595283,Dr Adrian Cheok Kean Lim,,Seventh Framework Programme,,G7569011076,,
W4301595283,Dr Adrian Cheok Kean Lim,,Medical Research Council,,G7604876601,,
W4301595283,Dr Adrian Cheok Kean Lim,,Leukemia and Lymphoma Research,,G7856892013,,
W4401213447,Dr Adrian Cheok Kean Lim,,UK Research and Innovation,,G291837749,,
W4401213447,Dr Adrian Cheok Kean Lim,,UK Research and Innovation,,G7734668753,,
W4401213447,Dr Adrian Cheok Kean Lim,,Royal Society,,G8908967900,,
W2158181202,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G3959516860,,
W2078166106,Dr Adrian Cheok Kean Lim,,"Ministerstvo Školství, Mládeže a Tělovýchovy",,G2266430997,,
W2163503295,Dr Adrian Cheok Kean Lim,,Medical Research Council,,G8101219992,,
W3025488453,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G8318458670,NIHR Senior Investigator Award,
W3025488453,Dr Kurosh  Parsi,,National Institute for Health and Care Research,,G8318458670,NIHR Senior Investigator Award,
W3016901585,Dr Adrian Cheok Kean Lim,,Versus Arthritis,,G7892678929,,
W4410104915,Dr Adrian Cheok Kean Lim,,Royal Society,,G5484966137,,
W4410104915,Dr Adrian Cheok Kean Lim,,UK Research and Innovation,,G7734668753,,
W3083172711,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G8318458670,NIHR Senior Investigator Award,
W3083172711,Dr Kurosh  Parsi,,National Institute for Health and Care Research,,G8318458670,NIHR Senior Investigator Award,
W4316813017,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G4797612234,,
W4316813017,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G5279705638,,
W4316813017,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G6458236633,,
W4316813017,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G7637443069,,
W1991397356,Dr Adrian Cheok Kean Lim,,Medical Research Council,,G8101219992,,
W3148433525,Dr Adrian Cheok Kean Lim,,Versus Arthritis,,G7892678929,,
W4389763007,Dr Adrian Cheok Kean Lim,,UK Research and Innovation,,G7734668753,,
W2883589334,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G1636852043,,
W2883589334,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G206478133,,
W1527610962,Dr Adrian Cheok Kean Lim,,Medical Research Council,,G1695881497,,
W2897531138,Dr Adrian Cheok Kean Lim,,National Institute for Health and Care Research,,G2855024626,,
W4232758628,Dr Adrian Cheok Kean Lim,,Cancer Research UK,,G4107455063,,
W4405151426,Dr Adrian Cheok Kean Lim,,UK Research and Innovation,,G7734668753,,
W4405451113,Dr Adriene Yoke Lian Lee,,National Institute of Nursing Research,,G1577170265,,
W4405451113,Dr Adriene Yoke Lian Lee,,Rockefeller University,,G1619990100,,
W4405451113,Dr Adriene Yoke Lian Lee,,National Institute of Child Health and Human Development,,G6856710137,,
W4403597450,Dr Ahmed Zahoor Kazmi,,National Institute for Health and Care Research,,G7222005475,,
W4403597450,Dr Ahmed Zahoor Kazmi,,Manchester Biomedical Research Centre,,G8622835774,,
W4410697464,Dr Ahmed Zahoor Kazmi,,Wellcome Trust,,G6321079723,,
W4410697464,Dr Ahmed Zahoor Kazmi,,National Institute for Health and Care Research,,G7222005475,,
W4410697464,Dr Ahmed Zahoor Kazmi,,Manchester Biomedical Research Centre,,G8622835774,,
W4410697464,Dr Bevin  Bhoyrul,,Wellcome Trust,,G6321079723,,
W4410697464,Dr Bevin  Bhoyrul,,National Institute for Health and Care Research,,G7222005475,,
W4410697464,Dr Bevin  Bhoyrul,,Manchester Biomedical Research Centre,,G8622835774,,
W4410697464,Dr Katherine Patricia York,,Wellcome Trust,,G6321079723,,
W4410697464,Dr Katherine Patricia York,,National Institute for Health and Care Research,,G7222005475,,
W4410697464,Dr Katherine Patricia York,,Manchester Biomedical Research Centre,,G8622835774,,
W4410697464,Dr Samantha  Eisman,,Wellcome Trust,,G6321079723,,
W4410697464,Dr Samantha  Eisman,,National Institute for Health and Care Research,,G7222005475,,
W4410697464,Dr Samantha  Eisman,,Manchester Biomedical Research Centre,,G8622835774,,
W4400004097,Dr Amanda  Glanz,,National Health and Medical Research Council,,G7562704222,,
W4415595932,Dr Amanda  Glanz,,National Health and Medical Research Council,,G1886029725,Tailored approaches to improve prevention and early detection of melanoma and other skin cancers ,
W4415595932,Dr Amanda  Glanz,,National Health and Medical Research Council,,G3896097270,Melanoma: Getting the Diagnosis and Treatment Right for Better Patient Outcomes,
W4415595932,Dr Bruna  Melhoranse Gouveia,,National Health and Medical Research Council,,G1886029725,Tailored approaches to improve prevention and early detection of melanoma and other skin cancers ,
W4415595932,Dr Bruna  Melhoranse Gouveia,,National Health and Medical Research Council,,G3896097270,Melanoma: Getting the Diagnosis and Treatment Right for Better Patient Outcomes,
W4415595932,Dr Linda Katherine Martin,,National Health and Medical Research Council,,G1886029725,Tailored approaches to improve prevention and early detection of melanoma and other skin cancers ,
W4415595932,Dr Linda Katherine Martin,,National Health and Medical Research Council,,G3896097270,Melanoma: Getting the Diagnosis and Treatment Right for Better Patient Outcomes,
W4417476603,Dr Amanda  Glanz,,National Health and Medical Research Council,,G1581169945,,
W4417476603,Dr Amanda  Glanz,,National Health and Medical Research Council,,G7741374462,,
W4417476603,Dr Bruna  Melhoranse Gouveia,,National Health and Medical Research Council,,G1581169945,,
W4417476603,Dr Bruna  Melhoranse Gouveia,,National Health and Medical Research Council,,G7741374462,,
W1907293129,Dr Andrew Charles Miller,,National Science Foundation,,G3195591729,Graduate Research Fellowship Program (GRFP),
W1907293129,Dr Andrew Charles Miller,,National Science Foundation,,G6900503335,,
W1978649650,Dr Andrew Charles Miller,,National Science Foundation,,G4854723886,,
W1978649650,Dr Andrew Charles Miller,,National Science Foundation,,G7184889194,TWC: Medium: Collaborative: DIORE: Digital Insertion and Observation Resistant Execution,
W1978649650,Dr Andrew Charles Miller,,National Science Foundation,,G7413848531,TWC: Small: Exploring Cryptographic Models and Setup Assumptions,
W2902629989,Dr Andrew Charles Miller,,U.S. Department of Homeland Security,,G4052873445,,
W2902629989,Dr Andrew Charles Miller,,National Science Foundation,,G5257241046,"TWC: TTP Option: Large: Collaborative: Internet-Wide Vulnerability Measurement, Assessment, and Notification",
W2902629989,Dr Andrew Charles Miller,,National Science Foundation,,G6853053516,,
W3006062529,Dr Andrew Charles Miller,,National Institutes of Health,,G1041408122,,
W3006062529,Dr Andrew Charles Miller,,"National Heart, Lung, and Blood Institute",,G1740413740,,
W3006062529,Dr Andrew Charles Miller,,"National Heart, Lung, and Blood Institute",,G3654780213,,
W3006062529,Dr Andrew Charles Miller,,"National Heart, Lung, and Blood Institute",,G4210975335,,
W3006062529,Dr Andrew Charles Miller,,National Institute of General Medical Sciences,,G441298149,,
W3006062529,Dr Andrew Charles Miller,,National Institutes of Health,,G65937021,,
W3006062529,Dr Andrew Charles Miller,,National Institutes of Health,,G6912853095,,
W3006062529,Dr Andrew Charles Miller,,"National Heart, Lung, and Blood Institute",,G7296610140,,
W3006062529,Dr Andrew Charles Miller,,National Institutes of Health,,G939856903,,
W2803943559,Dr Andrew Charles Miller,,National Science Foundation,,G4751593594,,
W2803943559,Dr Andrew Charles Miller,,National Science Foundation,,G6616120016,CIF: Medium: Anonymous Broadcasting over Networks: Fundamental Limits and Algorithms,
W4244183172,Dr Andrew Charles Miller,,National Science Foundation,,G4751593594,,
W4244183172,Dr Andrew Charles Miller,,National Science Foundation,,G6616120016,CIF: Medium: Anonymous Broadcasting over Networks: Fundamental Limits and Algorithms,
W3117195824,Dr Andrew Charles Miller,,National Institutes of Health,,G5395272739,,
W3117195824,Dr Andrew Charles Miller,,National Institutes of Health,,G7576689269,,
W3117195824,Dr Andrew Charles Miller,,Hartwell Foundation,,G7690919933,,
W3117195824,Dr Andrew Charles Miller,,Hartwell Foundation,,G8951359366,,
W2739551304,Dr Andrew Charles Miller,,Engineering and Physical Sciences Research Council,,G3353934227,,
W4399665493,Dr Andrew Charles Miller,,National Institute of General Medical Sciences,,G5096712992,,
W4414825206,Dr Andrew Charles Miller,,National Science Foundation,,G105238394,,
W4414825206,Dr Andrew Charles Miller,,National Institutes of Health,,G1586285636,,
W4414825206,Dr Andrew Charles Miller,,Spectrum,,G4019630269,,
W4414825206,Dr Andrew Charles Miller,,New York State Stem Cell Science,,G4251073071,,
W4414825206,Dr Andrew Charles Miller,,Spectrum,,G5732227384,,
W4414825206,Dr Andrew Charles Miller,,National Institutes of Health,,G6275062442,,
W4414825206,Dr Andrew Charles Miller,,National Cancer Institute,,G7606286518,,
W4414825206,Dr Andrew Charles Miller,,National Science Foundation,,G8195734807,,
W4414825206,Dr Andrew Charles Miller,,New York State Stem Cell Science,,G8471546492,,
W4414825206,Dr Andrew Charles Miller,,National Science Foundation,,G8686584476,,
W3013787227,Dr Andrew Charles Miller,,Engineering and Physical Sciences Research Council,,G3353934227,,
W3093235919,Dr Andrew Charles Miller,,National Institutes of Health,,G1004220592,,
W3093235919,Dr Andrew Charles Miller,,National Cancer Institute,,G1091406311,,
W3093235919,Dr Andrew Charles Miller,,National Institutes of Health,,G2612105078,,
W3093235919,Dr Andrew Charles Miller,,Rivkin Center for Ovarian Cancer,,G3373923014,,
W3093235919,Dr Andrew Charles Miller,,National Institutes of Health,,G3767490917,,
W3093235919,Dr Andrew Charles Miller,,National Cancer Institute,,G445173041,,
W3093235919,Dr Andrew Charles Miller,,American Cancer Society,,G4521199591,,
W3093235919,Dr Andrew Charles Miller,,National Institutes of Health,,G4905714862,,
W3093235919,Dr Andrew Charles Miller,,National Institutes of Health,,G5272543564,,
W3093235919,Dr Andrew Charles Miller,,National Institutes of Health,,G587610943,,
W3093235919,Dr Andrew Charles Miller,,National Institute of General Medical Sciences,,G6927135007,,
W2100932138,Dr Andrew Charles Miller,,Division of Computing and Communication Foundations,,G4892802771,,
W2100932138,Dr Andrew Charles Miller,,Division of Information and Intelligent Systems,,G81987454,,
W2003791052,Dr Andrew Charles Miller,,Division of Industrial Innovation and Partnerships,,G4551252375,,
W4280553514,Dr Andrew Charles Miller,,National Institutes of Health,,G2618433307,,
W4280553514,Dr Andrew Charles Miller,,National Institute of Allergy and Infectious Diseases,,G3752748060,,
W4280553514,Dr Andrew Charles Miller,,National Institute of Allergy and Infectious Diseases,,G4349689670,,
W4416078549,Dr Andrew Charles Miller,,"National Heart, Lung, and Blood Institute",,G204515728,,
W4416078549,Dr Andrew Charles Miller,,"National Heart, Lung, and Blood Institute",,G4210975335,,
W4416078549,Dr Andrew Charles Miller,,National Institute of General Medical Sciences,,G441298149,,
W4416078549,Dr Andrew Charles Miller,,"National Heart, Lung, and Blood Institute",,G4520828364,,
W4416078549,Dr Andrew Charles Miller,,"National Heart, Lung, and Blood Institute",,G5859410754,,
W4416078549,Dr Andrew Charles Miller,,National Institute of General Medical Sciences,,G6270149750,,
W4416078549,Dr Andrew Charles Miller,,American Heart Association,,G8206460499,Systems Genetics of Sex Differences in Cardiometabolic Disorders,
W3099505875,Dr Andrew Charles Miller,,Hartwell Foundation,,G7690919933,,
W3099505875,Dr Andrew Charles Miller,,Hartwell Foundation,,G8951359366,,
W4225385431,Dr Andrew Charles Miller,,National Institutes of Health,,G1535624605,,
W4225385431,Dr Andrew Charles Miller,,National Institutes of Health,,G353636180,,
W4225385431,Dr Andrew Charles Miller,,National Institutes of Health,,G4740884501,,
W4225385431,Dr Andrew Charles Miller,,National Institutes of Health,,G6432879629,,
W4225385431,Dr Andrew Charles Miller,,National Science Foundation,,G6612178842,,
W4225385431,Dr Andrew Charles Miller,,National Institutes of Health,,G6838545979,,
W4225385431,Dr Andrew Charles Miller,,National Institutes of Health,,G7631345239,,
W4225385431,Dr Andrew Charles Miller,,National Institutes of Health,,G8410959260,,
W4225385431,Dr Andrew Charles Miller,,National Institutes of Health,,G8968561725,,
W4233554044,Dr Andrew Charles Miller,,Japan Agency for Medical Research and Development,,G14776402,,
W4233554044,Dr Andrew Charles Miller,,Japan Agency for Medical Research and Development,,G438481976,,
W4233554044,Dr Andrew Charles Miller,,Japan Agency for Medical Research and Development,,G4547852196,,
W4233554044,Dr Andrew Charles Miller,,Japan Agency for Medical Research and Development,,G7320917479,,
W4234432167,Dr Andrew Charles Miller,,Japan Agency for Medical Research and Development,,G14776402,,
W4234432167,Dr Andrew Charles Miller,,Japan Agency for Medical Research and Development,,G438481976,,
W4234432167,Dr Andrew Charles Miller,,Japan Agency for Medical Research and Development,,G4547852196,,
W4234432167,Dr Andrew Charles Miller,,Japan Agency for Medical Research and Development,,G7320917479,,
W4241479977,Dr Andrew Charles Miller,,National Science Foundation,,G4751593594,,
W4241479977,Dr Andrew Charles Miller,,National Science Foundation,,G6616120016,CIF: Medium: Anonymous Broadcasting over Networks: Fundamental Limits and Algorithms,
W4245829273,Dr Andrew Charles Miller,,National Institutes of Health,,G1004220592,,
W4245829273,Dr Andrew Charles Miller,,National Institutes of Health,,G2612105078,,
W4245829273,Dr Andrew Charles Miller,,National Institutes of Health,,G3767490917,,
W4245829273,Dr Andrew Charles Miller,,American Cancer Society,,G4521199591,,
W4245829273,Dr Andrew Charles Miller,,National Institutes of Health,,G4905714862,,
W4245829273,Dr Andrew Charles Miller,,National Institutes of Health,,G5272543564,,
W4245829273,Dr Andrew Charles Miller,,National Institutes of Health,,G587610943,,
W4248666266,Dr Andrew Charles Miller,,National Institutes of Health,,G1004220592,,
W4248666266,Dr Andrew Charles Miller,,National Institutes of Health,,G2612105078,,
W4248666266,Dr Andrew Charles Miller,,National Institutes of Health,,G3767490917,,
W4248666266,Dr Andrew Charles Miller,,American Cancer Society,,G4521199591,,
W4248666266,Dr Andrew Charles Miller,,National Institutes of Health,,G4905714862,,
W4248666266,Dr Andrew Charles Miller,,National Institutes of Health,,G5272543564,,
W4248666266,Dr Andrew Charles Miller,,National Institutes of Health,,G587610943,,
W7155214184,Dr Andrew Charles Miller,,National Institutes of Health,,G3311226610,,
W7155214184,Dr Andrew Charles Miller,,Canada Foundation for Innovation,,G3534059679,,
W7155214184,Dr Andrew Charles Miller,,Canadian Institutes of Health Research,,G4554376324,,
W7155214184,Dr Andrew Charles Miller,,Canada Foundation for Innovation,,G4844574868,,
W7155214184,Dr Andrew Charles Miller,,Canada Foundation for Innovation,,G5670863149,,
W7155214184,Dr Andrew Charles Miller,,Canadian Institutes of Health Research,,G5733906634,,
W7155214184,Dr Andrew Charles Miller,,National Institutes of Health,,G6151404507,,
W1576049420,Dr Andrew Chih-Chieh Chen,,Cancer Council NSW,,G4791686755,,
W1576049420,Dr Andrew Chih-Chieh Chen,,National Health and Medical Research Council,,G8117920639,,
W2010969866,Dr Andrew Chih-Chieh Chen,,National Institute of General Medical Sciences,,G1528650278,,
W2087317982,Dr Andrew Chih-Chieh Chen,,National Institute of Mental Health,,G158361567,,
W2087317982,Dr Andrew Chih-Chieh Chen,,National Institute of Mental Health,,G2024205322,,
W2087317982,Dr Andrew Chih-Chieh Chen,,National Institute of Mental Health,,G4220198355,,
W2087317982,Dr Andrew Chih-Chieh Chen,,National Institute of Mental Health,,G4463652598,,
W2999043509,Dr Andrew Chih-Chieh Chen,,National Health and Medical Research Council,,G8117920639,,
W2999043509,Dr Diona Lee Damian,,National Health and Medical Research Council,,G8117920639,,
W2891916528,Dr Andrew Chih-Chieh Chen,,National Health and Medical Research Council,,G8117920639,,
W2891916528,Dr Diona Lee Damian,,National Health and Medical Research Council,,G8117920639,,
W2924711288,Dr Andrew Chih-Chieh Chen,,National Health and Medical Research Council,,G8117920639,,
W2924711288,Dr Niranthari  Chinniah,,National Health and Medical Research Council,,G8117920639,,
W2804568941,Dr Andrew Michael Freeman,,National Breast Cancer Foundation,,G2037840844,,
W2168821442,Dr Andrew Michael Freeman,,National Institute on Drug Abuse,,G3298102989,,
W2168821442,Dr Andrew Michael Freeman,,National Institute on Drug Abuse,,G8612812342,,
W3123212121,Dr Andrew Michael Freeman,,National Health and Medical Research Council,,G1025017135,Interactions between IL-15 and TGF-beta signalling pathways reveal novel therapeutic strategies to boost anti-cancer immunity,
W3123212121,Dr Andrew Michael Freeman,,National Health and Medical Research Council,,G1625028490,Immunobiology and Immunotherapy of Cancer,
W3123212121,Dr Andrew Michael Freeman,,Australian Research Council,,G1653802357,,
W3123212121,Dr Andrew Michael Freeman,,National Breast Cancer Foundation,,G2037840844,,
W3123212121,Dr Andrew Michael Freeman,,Cancer Council Victoria,,G2960033732,,
W3123212121,Dr Andrew Michael Freeman,,Australian Research Council,,G3022944779,ARC Centre of Excellence in Advanced Molecular Imaging,
W3123212121,Dr Andrew Michael Freeman,,National Health and Medical Research Council,,G3089653468,Modulating Protein-Protein Interactions In Disease,
W3123212121,Dr Andrew Michael Freeman,,National Health and Medical Research Council,,G3640331911,Unconventional T cells in health and disease,
W3123212121,Dr Andrew Michael Freeman,,National Health and Medical Research Council,,G4209227257,,
W3123212121,Dr Andrew Michael Freeman,,National Institute of Allergy and Infectious Diseases,,G5413902624,,
W3123212121,Dr Andrew Michael Freeman,,National Health and Medical Research Council,,G662505611,"Antigen presentation, recognition and the immune response",
W3123212121,Dr Andrew Michael Freeman,,National Health and Medical Research Council,,G8047166267,Characterisation and Development of MAIT cells,
W3123212121,Dr Andrew Michael Freeman,,National Health and Medical Research Council,,G8526721469,,
W3123212121,Dr Andrew Michael Freeman,,National Breast Cancer Foundation,,G8618868836,,
W3123212121,Dr Andrew Michael Freeman,,National Health and Medical Research Council,,G8684056490,,
W2909163111,Dr Andrew Michael Freeman,,National Natural Science Foundation of China,,G102203941,补体C3抑制巨噬细胞自噬促进胞内病原体存活的机制研究,
W2909163111,Dr Andrew Michael Freeman,,National Natural Science Foundation of China,,G2501253080,,
